feature_names,sample,qsampled,random_sample
ptsd4,1,,4
ptsd7,1,2,5
ptsd8,2,2,3
ptsd10,1,2,3
ptsd14,1,4,3
ptsd15,1,2,3
ptsd20,1,1,4
ptsd23,1,,4
ptsd25,1,3,3
ptsd26,1,1,2
ptsd27,1,4,2
ptsd28,1,3,1
ptsd30,1,1,4
ptsd33,1,3,1
ptsd38,1,,3
ptsd39,1,3,3
ptsd40,1,3,4
ptsd41,1,2,1
ptsd44,1,3,1
ptsd45,4,2,2
ptsd47,1,3,3
ptsd48,1,2,2
ptsd50,2,2,4
ptsd57,1,3,3
ptsd58,1,3,4
ptsd59,1,1,5
ptsd62,1,,3
ptsd63,1,1,4
ptsd65,1,1,1
ptsd66,1,2,3
ptsd67,1,1,2
ptsd68,1,4,2
ptsd69,1,1,1
ptsd71,1,5,2
ptsd73,1,,2
ptsd76,1,1,3
ptsd77,1,4,2
ptsd79,2,3,1
ptsd85,1,4,3
ptsd86,2,,2
ptsd88,1,1,5
ptsd89,1,2,4
ptsd93,1,2,1
ptsd96,1,1,4
ptsd98,1,,2
ptsd103,1,,5
ptsd107,1,4,4
ptsd108,1,2,1
ptsd109,2,2,2
ptsd110,1,5,2
ptsd113,5,4,1
ptsd114,1,1,5
ptsd119,1,1,4
ptsd122,1,2,4
ptsd124,1,,3
ptsd127,1,3,3
ptsd130,1,1,3
ptsd135,1,,2
ptsd137,1,1,4
ptsd138,2,2,1
ptsd142,1,1,3
ptsd143,1,3,1
ptsd144,2,3,2
ptsd147,1,2,5
ptsd151,1,1,1
ptsd156,1,2,4
ptsd158,1,1,3
ptsd162,1,,4
ptsd163,1,1,5
ptsd164,1,4,3
ptsd168,1,3,3
ptsd170,2,1,4
ptsd171,1,1,3
ptsd175,1,3,4
ptsd176,1,1,5
ptsd177,1,1,4
ptsd180,1,4,3
ptsd181,1,2,4
ptsd182,1,4,1
ptsd183,1,1,5
ptsd184,1,2,1
ptsd185,1,1,3
ptsd189,1,1,4
ptsd194,1,4,3
ptsd195,1,4,5
ptsd197,1,1,4
ptsd200,1,4,2
ptsd201,2,1,1
ptsd202,1,,1
ptsd203,1,1,3
ptsd208,1,4,3
