feature_names,sample,qsampled,random_sample
ptsd1,4,,5
ptsd5,4,1,3
ptsd6,4,2,3
ptsd7,2,3,2
ptsd8,3,2,3
ptsd9,1,,3
ptsd11,3,1,3
ptsd13,1,3,4
ptsd14,3,4,4
ptsd16,3,,1
ptsd17,2,4,3
ptsd19,4,2,4
ptsd20,1,4,1
ptsd24,2,3,3
ptsd25,4,4,3
ptsd26,1,2,4
ptsd27,3,2,2
ptsd32,2,,1
ptsd37,3,3,1
ptsd38,1,2,2
ptsd41,4,4,2
ptsd44,3,2,3
ptsd46,3,3,1
ptsd47,1,1,5
ptsd48,3,2,3
ptsd50,3,1,1
ptsd51,1,1,4
ptsd53,3,,2
ptsd56,3,2,3
ptsd58,2,3,2
ptsd59,2,3,4
ptsd60,3,4,2
ptsd62,1,3,2
ptsd64,2,,2
ptsd65,2,2,2
ptsd66,1,1,4
ptsd68,3,,2
ptsd69,2,1,3
ptsd72,4,4,2
ptsd75,3,1,1
ptsd76,2,4,3
ptsd77,3,5,2
ptsd78,3,,5
ptsd82,2,2,4
ptsd83,1,1,4
ptsd86,3,4,2
ptsd88,3,,5
ptsd90,4,4,4
ptsd92,2,,1
ptsd93,3,3,2
ptsd95,3,2,3
ptsd99,2,1,2
ptsd100,4,2,5
ptsd103,2,3,5
ptsd104,2,4,4
ptsd106,2,,4
ptsd107,3,,3
ptsd110,3,5,3
ptsd111,3,2,2
ptsd112,2,1,4
ptsd113,3,,3
ptsd114,1,5,1
ptsd115,2,1,5
ptsd117,1,2,1
ptsd119,2,3,3
ptsd120,2,4,1
ptsd122,2,1,4
ptsd123,2,,1
ptsd124,3,1,3
ptsd126,1,3,3
ptsd127,2,,1
ptsd128,1,1,4
ptsd129,3,3,4
ptsd130,3,5,4
ptsd134,3,4,5
ptsd136,3,3,4
ptsd139,2,1,3
ptsd141,3,4,3
ptsd143,2,2,1
ptsd144,2,4,4
ptsd152,1,2,1
ptsd154,3,2,5
ptsd157,4,1,5
ptsd161,1,1,3
ptsd162,4,,5
ptsd165,3,4,2
ptsd166,4,3,1
ptsd167,2,2,4
ptsd169,2,3,2
ptsd170,1,,1
ptsd171,3,1,1
ptsd172,1,2,1
ptsd173,3,3,3
ptsd174,3,4,3
ptsd175,4,2,2
ptsd176,3,1,5
ptsd177,3,4,1
ptsd178,2,1,2
ptsd180,4,4,2
ptsd181,3,1,2
ptsd184,3,2,4
ptsd185,1,2,4
ptsd186,3,1,2
ptsd188,4,3,2
ptsd189,2,3,2
ptsd192,3,,4
ptsd194,2,4,2
ptsd199,4,4,1
ptsd200,4,2,3
ptsd202,5,3,3
ptsd205,4,3,4
ptsd206,2,,1
ptsd209,4,4,3
