feature_names,sample,qsampled,random_sample
ptsd1,3,5,5
ptsd2,2,1,4
ptsd3,2,5,3
ptsd7,1,,2
ptsd8,3,1,3
ptsd9,2,4,3
ptsd10,1,2,4
ptsd11,2,1,3
ptsd15,2,2,4
ptsd19,2,2,1
ptsd20,1,2,3
ptsd22,5,3,4
ptsd25,4,3,2
ptsd26,2,3,4
ptsd31,4,5,1
ptsd32,4,5,1
ptsd33,5,5,2
ptsd34,2,,3
ptsd37,4,3,2
ptsd41,1,,5
ptsd43,2,1,3
ptsd45,4,2,4
ptsd49,4,1,2
ptsd50,4,3,4
ptsd51,1,1,4
ptsd52,3,2,3
ptsd54,2,1,1
ptsd56,2,4,4
ptsd57,2,3,2
ptsd60,4,3,1
ptsd61,5,4,2
ptsd62,1,1,4
ptsd69,2,2,3
ptsd70,1,3,2
ptsd71,1,,1
ptsd72,4,2,3
ptsd74,3,5,2
ptsd75,1,,5
ptsd77,2,5,4
ptsd80,4,4,4
ptsd85,4,3,2
ptsd88,1,1,5
ptsd89,4,1,2
ptsd90,2,3,1
ptsd92,1,,2
ptsd94,4,2,3
ptsd96,2,,1
ptsd97,1,1,5
ptsd99,1,3,3
ptsd103,5,5,4
ptsd106,2,2,4
ptsd109,4,,4
ptsd110,2,,3
ptsd111,1,2,2
ptsd112,2,,4
ptsd114,4,,3
ptsd116,2,,1
ptsd117,1,1,2
ptsd121,3,4,4
ptsd123,2,2,1
ptsd124,2,3,4
ptsd125,3,4,1
ptsd126,4,4,3
ptsd130,2,1,5
ptsd133,3,2,3
ptsd137,4,1,4
ptsd138,4,4,3
ptsd140,4,,4
ptsd141,3,2,4
ptsd142,4,3,4
ptsd143,3,5,4
ptsd147,5,,1
ptsd148,5,2,5
ptsd149,2,1,1
ptsd150,5,2,5
ptsd151,1,1,3
ptsd160,4,3,3
ptsd161,1,2,5
ptsd162,2,,4
ptsd163,1,2,2
ptsd164,2,2,2
ptsd167,3,2,1
ptsd168,2,2,1
ptsd174,4,4,3
ptsd175,5,2,3
ptsd176,1,2,2
ptsd179,4,3,3
ptsd180,2,2,1
ptsd183,1,,1
ptsd184,1,1,4
ptsd190,1,1,3
ptsd191,2,1,2
ptsd194,4,2,1
ptsd196,2,3,4
ptsd198,3,3,2
ptsd200,3,5,1
ptsd201,4,1,3
ptsd204,4,4,3
ptsd207,2,3,4
ptsd211,5,4,1
