feature_names,sample,qsampled,random_sample
ptsd6,3,4,5
ptsd9,2,2,3
ptsd10,4,4,3
ptsd11,4,,1
ptsd15,3,,3
ptsd16,4,4,4
ptsd21,4,1,4
ptsd24,3,2,3
ptsd30,4,2,1
ptsd31,1,2,3
ptsd33,3,4,4
ptsd34,3,2,1
ptsd35,2,2,1
ptsd40,4,3,2
ptsd41,4,4,2
ptsd42,3,3,1
ptsd46,5,1,1
ptsd47,1,1,5
ptsd49,2,3,3
ptsd50,3,,1
ptsd51,2,2,4
ptsd52,4,1,2
ptsd55,4,2,5
ptsd57,3,5,2
ptsd61,5,5,4
ptsd62,3,1,2
ptsd65,3,3,3
ptsd67,1,1,1
ptsd68,2,4,2
ptsd71,3,3,1
ptsd72,4,,2
ptsd73,4,1,2
ptsd75,2,3,3
ptsd76,2,2,2
ptsd79,2,3,1
ptsd82,2,,3
ptsd84,2,2,2
ptsd86,4,4,5
ptsd89,4,,4
ptsd90,2,4,1
ptsd94,4,3,4
ptsd98,4,1,2
ptsd99,2,3,1
ptsd101,3,1,5
ptsd104,5,4,2
ptsd106,3,2,1
ptsd109,4,2,2
ptsd111,3,,2
ptsd112,4,1,1
ptsd113,2,1,5
ptsd114,4,4,5
ptsd115,1,1,4
ptsd116,1,,2
ptsd117,4,,4
ptsd119,2,1,1
ptsd120,3,,4
ptsd125,4,,4
ptsd127,4,,3
ptsd128,1,1,1
ptsd129,1,2,1
ptsd130,4,4,1
ptsd131,3,3,5
ptsd132,3,4,3
ptsd134,2,5,4
ptsd137,2,1,3
ptsd140,4,2,4
ptsd142,3,3,5
ptsd144,3,3,3
ptsd146,2,4,3
ptsd147,3,3,4
ptsd149,2,1,4
ptsd151,4,1,3
ptsd153,3,5,4
ptsd155,3,2,4
ptsd157,3,4,1
ptsd158,3,,5
ptsd160,4,3,1
ptsd163,1,4,5
ptsd164,3,1,4
ptsd166,3,,1
ptsd167,2,3,1
ptsd169,3,2,5
ptsd170,2,2,4
ptsd171,1,1,4
ptsd172,2,2,1
ptsd175,3,1,1
ptsd179,2,1,1
ptsd181,2,3,4
ptsd182,1,3,3
ptsd183,1,,2
ptsd189,2,1,4
ptsd190,1,1,1
ptsd192,2,4,1
ptsd196,2,2,4
ptsd200,4,3,1
ptsd201,3,1,4
ptsd203,2,5,2
ptsd205,4,5,1
ptsd208,3,1,3
ptsd209,2,4,3
ptsd210,2,2,4
ptsd211,5,3,1
