feature_names,sample,qsampled,random_sample
ptsd2,1,1,4
ptsd4,1,,3
ptsd5,1,1,3
ptsd6,5,,3
ptsd7,1,2,2
ptsd8,5,2,3
ptsd9,1,,3
ptsd14,5,1,4
ptsd16,4,3,4
ptsd17,5,3,4
ptsd18,5,3,1
ptsd20,1,1,3
ptsd21,5,1,4
ptsd22,1,1,1
ptsd25,4,4,3
ptsd27,2,4,3
ptsd28,4,3,4
ptsd29,5,3,1
ptsd32,5,3,1
ptsd33,3,4,2
ptsd36,4,4,1
ptsd37,4,4,2
ptsd39,2,2,4
ptsd40,4,4,4
ptsd41,1,2,3
ptsd42,3,3,3
ptsd44,5,3,5
ptsd45,1,2,2
ptsd46,4,1,4
ptsd47,3,,2
ptsd52,1,,2
ptsd53,4,2,2
ptsd54,4,1,2
ptsd57,4,5,2
ptsd59,4,2,2
ptsd61,5,2,3
ptsd66,2,1,4
ptsd68,5,3,1
ptsd74,3,1,3
ptsd76,1,4,2
ptsd78,4,,5
ptsd79,4,2,4
ptsd80,5,2,4
ptsd81,4,3,2
ptsd83,5,,5
ptsd87,2,1,2
ptsd88,2,2,3
ptsd89,2,4,2
ptsd90,4,4,2
ptsd95,2,,2
ptsd96,2,3,5
ptsd98,5,4,5
ptsd99,2,1,4
ptsd100,5,2,2
ptsd102,2,,4
ptsd103,5,5,3
ptsd104,3,5,2
ptsd107,2,3,3
ptsd108,4,1,3
ptsd109,3,,1
ptsd110,5,,3
ptsd111,2,5,1
ptsd114,5,1,5
ptsd118,1,,3
ptsd120,4,3,3
ptsd125,3,1,1
ptsd127,3,4,3
ptsd128,4,2,1
ptsd129,1,3,3
ptsd131,5,2,3
ptsd134,5,2,4
ptsd137,5,1,4
ptsd139,4,,4
ptsd141,4,1,3
ptsd142,5,5,4
ptsd143,5,2,1
ptsd151,3,1,3
ptsd154,5,,1
ptsd155,5,2,5
ptsd156,5,2,5
ptsd157,4,,3
ptsd160,4,1,5
ptsd161,3,1,4
ptsd167,3,1,3
ptsd168,3,1,1
ptsd170,5,5,1
ptsd171,2,3,1
ptsd173,4,4,3
ptsd174,5,2,2
ptsd176,1,2,5
ptsd179,4,1,1
ptsd181,1,2,2
ptsd182,2,3,4
ptsd183,1,5,1
ptsd188,2,1,3
ptsd191,3,1,3
ptsd192,4,5,2
ptsd193,2,2,1
ptsd195,5,4,3
ptsd198,5,4,3
ptsd200,5,5,4
ptsd202,5,4,1
ptsd203,5,,3
ptsd207,3,2,1
ptsd208,2,5,4
ptsd209,2,3,1
ptsd210,5,4,3
ptsd211,3,,5
