feature_names,sample,qsampled,random_sample
ptsd4,4,3,1
ptsd6,2,4,5
ptsd10,4,,4
ptsd11,3,2,2
ptsd14,5,1,5
ptsd15,3,2,2
ptsd16,3,1,2
ptsd17,3,3,2
ptsd21,1,1,4
ptsd23,1,1,5
ptsd25,4,3,1
ptsd26,3,1,1
ptsd28,2,2,2
ptsd29,3,4,1
ptsd32,2,5,5
ptsd33,4,3,1
ptsd35,2,,5
ptsd36,3,2,3
ptsd37,3,3,4
ptsd38,3,1,3
ptsd40,3,4,2
ptsd43,3,3,5
ptsd47,1,1,4
ptsd54,1,1,3
ptsd56,1,2,1
ptsd58,5,4,3
ptsd59,5,2,5
ptsd62,1,1,2
ptsd63,1,,3
ptsd65,3,3,4
ptsd67,4,2,2
ptsd68,5,4,1
ptsd71,5,1,5
ptsd78,3,2,4
ptsd82,3,,4
ptsd84,2,4,2
ptsd85,3,3,4
ptsd87,2,5,5
ptsd90,3,3,3
ptsd91,4,,3
ptsd94,2,3,1
ptsd97,5,5,3
ptsd100,2,,2
ptsd101,3,2,2
ptsd106,3,2,2
ptsd109,1,,1
ptsd111,5,2,4
ptsd112,5,1,5
ptsd113,5,4,2
ptsd119,4,3,2
ptsd120,3,1,4
ptsd121,3,2,4
ptsd122,1,,2
ptsd123,3,2,4
ptsd124,2,2,4
ptsd127,2,3,2
ptsd128,3,,3
ptsd129,1,1,2
ptsd130,5,3,4
ptsd133,2,4,4
ptsd137,5,3,4
ptsd139,4,4,4
ptsd140,4,,4
ptsd142,1,3,1
ptsd143,2,,2
ptsd144,4,,1
ptsd148,4,3,3
ptsd154,3,,1
ptsd155,2,2,4
ptsd156,3,2,5
ptsd158,4,4,2
ptsd159,2,2,2
ptsd160,1,3,4
ptsd161,3,2,3
ptsd162,1,1,1
ptsd163,3,1,1
ptsd164,3,1,4
ptsd165,3,4,4
ptsd166,3,1,2
ptsd168,2,1,5
ptsd170,4,,2
ptsd171,2,4,4
ptsd173,1,3,5
ptsd174,3,4,4
ptsd176,2,2,2
ptsd177,2,2,2
ptsd178,2,1,1
ptsd180,3,2,4
ptsd182,2,2,2
ptsd184,1,5,2
ptsd185,1,1,3
ptsd187,2,,2
ptsd188,1,1,2
ptsd189,4,3,4
ptsd192,1,1,3
ptsd193,1,2,4
ptsd194,2,,2
ptsd197,3,,2
ptsd202,2,2,3
ptsd204,3,3,4
ptsd207,1,1,4
ptsd209,4,4,3
