feature_names,sample,qsampled,random_sample
wrkstat,keeping house,working fulltime,school
HRS1,e,,e
HRS2,e,,e
wrkslf,someone else,someone else,self-employed
OCC10,b,,d
PRESTG105PLUS,d,,d
INDUS10,c,,e
COHRS2,e,e,c
spwrkslf,someone else,,self-employed
SPOCC10,c,,b
SPPRES105PLUS,c,,b
SPIND10,wired telecommunications carriers,,automotive repair and maintenance
COOCC10,e,e,c
pawrkslf,self-employed,,self-employed
PAPRES10,c,c,b
PAIND10,b,,e
MAOCC10,c,,c
MAPRES105PLUS,c,c,d
MAIND10,construction,,banking and related activities
sibs,c,,b
childs,c,c,c
age,c,d,d
maeduc,c,c,a
coeduc,e,,a
degree,bachelor,high school,lt high school
MAJOR1,accounting/bookkeeping,liberal arts,comm. disorders
race,white,white,white
RES16,town lt 50000,big-city suburb,city gt 250000
REG16,middle atlantic,mountain,new england
MOBILE16,"same st,dif city",same city,different state
FAMILY16,mother & father,,female relative
mawrkgrw,yes,,no
granborn,d,,c
preteen,c,,c
region,middle atlantic,w. sou. central,pacific
srcbelt,"suburb, 12 lrgst",12 lrgst smsa's,12 lrgst smsa's
partyid,independent,strong democrat,other party
VOTE12,voted,,voted
PRES12,romney,romney,obama
natspac,about right,,too little
natenvir,too little,,about right
natcrime,about right,,about right
natdrug,too little,too little,about right
nateduc,about right,too little,about right
natfare,about right,too much,about right
natroad,too little,,about right
natenrgy,about right,,too little
eqwlth,d,,b
cappun,oppose,oppose,favor
relig,protestant,,buddhism
fund,moderate,fundamentalist,moderate
attend,sevrl times a yr,never,sevrl times a yr
reliten,not very strong,,somewhat strong
postlife,yes,,yes
RELIG16,protestant,catholic,native american
OTH16,reformed,pentecostal,dutch reform
sprel,catholic,catholic,orthodox-christian
spfund,moderate,liberal,fundamentalist
raclive,no,,yes
wrkwayup,agree somewhat,neither agree nor disagree,agree strongly
confinan,only some,,hardly any
conbus,a great deal,only some,only some
conclerg,a great deal,,a great deal
coneduc,only some,,only some
confed,hardly any,,hardly any
conlabor,hardly any,a great deal,a great deal
conpress,only some,a great deal,only some
conmedic,a great deal,only some,hardly any
conjudge,a great deal,only some,only some
consci,a great deal,only some,only some
popular,4th important,4th important,4th important
workhard,2nd important,,3rd important
helpoth,3rd important,3rd important,least important
socrel,sev times a mnth,,sev times a week
socommun,sev times a week,sev times a year,sev times a week
socfrend,once a month,,once a year
aged,a good idea,a good idea,a bad idea
rank,c,d,b
finalter,stayed same,better,worse
WKSUB1,yes,,no
wksup,no,,yes
WKSUP1,no,,no
unemp,yes,no,yes
union,neither belongs,,neither belongs
UNION1,neither belongs,,r and spouse or partner belong
parsol,somewhat worse,somewhat better,about the same
kidssol,somewhat better,much better,about the same
fepol,disagree,disagree,disagree
chldidel,e,e,d
pillok,strongly agree,,disagree
sexeduc,favor,favor,oppose
premarsx,not wrong at all,sometimes wrong,not wrong at all
pornlaw,illegal under 18,,illegal under 18
SUICIDE1,yes,,no
SUICIDE3,yes,no,no
SUICIDE4,yes,,yes
polabuse,no,no,yes
polescap,yes,,yes
tvhours,c,c,d
phone,phone in home,,phone elsewhere
coop,"friendly,interested","friendly,interested","restless,impatient"
comprend,good,,good
form,standard <x>,,alternate <y>
random,c,,e
