feature_names,sample,qsampled,random_sample
wrkslf,someone else,someone else,someone else
wrkgovt,private,private,private
SPHRS2,e,,e
SPOCC10,e,b,e
SPPRES105PLUS,e,,c
PAPRES10,e,e,b
PAPRES105PLUS,e,e,d
PAIND10,e,b,b
MAPRES10,b,,b
MAPRES105PLUS,b,,d
MAIND10,"bakeries, except retail",,office supplies and stationery stores
sibs,c,c,c
age,c,b,c
educ,c,c,b
maeduc,b,c,a
speduc,e,c,c
degree,bachelor,graduate,lt high school
madeg,lt high school,,lt high school
dipged,high school diploma,high school diploma,high school diploma
sex,female,,male
MOBILE16,"same st,dif city",,"same st,dif city"
FAMILY16,mother,mother & father,mother
parborn,neither in u.s,both in u.s,neither in u.s
teens,c,c,c
earnrs,c,c,c
income,$25000 or more,,$15000 - 19999
INCOME16,$75000 to $89999,$40000 to 49999,$5 000 to 5 999
size,11,23,714
partyid,"ind,near dem",strong republican,strong democrat
VOTE12,voted,voted,did not vote
PRES16,clinton,,no answer
natenvir,too little,too little,too much
natheal,too little,about right,about right
natcity,too little,too little,about right
natdrug,too little,,too much
nataid,too much,about right,too much
natfare,too much,about right,about right
natmass,about right,too little,about right
natpark,about right,about right,too much
natenrgy,too little,too little,about right
eqwlth,c,,b
spkath,allowed,,allowed
colath,allowed,allowed,allowed
libath,not remove,,not remove
spkrac,allowed,,not allowed
colrac,allowed,allowed,not allowed
librac,not remove,not remove,not remove
spkcom,allowed,,not allowed
colcom,not fired,,fired
spkmil,allowed,allowed,allowed
libmil,not remove,not remove,not remove
spkhomo,allowed,allowed,not allowed
cappun,oppose,,favor
grass,legal,,legal
relig,moslem/islam,,buddhism
reliten,not very strong,strong,somewhat strong
bible,inspired word,,inspired word
racopen,cant discriminate,,owner decides
happy,pretty happy,pretty happy,pretty happy
health,excellent,,fair
life,exciting,exciting,routine
trust,can trust,can't be too careful,depends
coneduc,only some,hardly any,only some
confed,hardly any,,a great deal
conpress,only some,hardly any,hardly any
conjudge,a great deal,,only some
conlegis,only some,hardly any,only some
conarmy,a great deal,,hardly any
obey,4th important,3rd important,least important
aged,a good idea,depends,depends
weekswrk,c,,b
unemp,yes,yes,no
union,neither belongs,neither belongs,r belongs
parsol,somewhat better,,much better
abdefect,yes,yes,yes
abpoor,no,,yes
absingle,no,,no
abany,yes,,yes
chldidel,e,,b
xmarsex,always wrong,,not wrong at all
pornlaw,illegal under 18,,legal
xmovie,no,yes,yes
polabuse,no,,yes
polmurdr,no,no,yes
polescap,yes,,yes
fear,yes,,yes
HUNT1,neither hunts,neither hunts,spouse or partner hunts
coop,"friendly,interested",cooperative,cooperative
helppoor,c,c,b
helpnot,c,,d
helpsick,c,,b
helpblk,c,d,d
god,know god exists,know god exists,some higher power
reborn,no,no,no
savesoul,no,,yes
wlthblks,e,c,c
wlthhsps,e,,e
workwhts,e,c,e
workblks,e,,e
workhsps,e,,e
discaff,not very likely,not very likely,very likely
imbalnce,very likely,somewhat likely,very likely
stresses,somewhat likely,,somewhat likely
genetics,somewhat likely,,somewhat likely
breakdwn,somewhat likely,,very likely
mentlill,somewhat likely,,not very likely
physill,not very likely,not very likely,not very likely
dectreat,not very able,not very able,not able at all
decmoney,somewhat able,not very able,not very able
imprvtrt,somewhat likely,,not likely at all
vignei,probably unwilling,probably unwilling,probably willing
vigwork,definitely unwilling,,definitely willing
vigmar,probably unwilling,,probably unwilling
hurtoth,somewhat likely,,not very likely
meddoc,yes,,no
mentloth,yes,yes,no
mustmed,no,,no
musthosp,no,no,no
dangrslf,yes,yes,yes
KNWMW1,male,male,male
MHP1R1,other family,friend,other
CLOSETO1,d,b,d
CLOSETO2,e,e,d
CLOSETO4,e,e,b
SEETALK1,c,c,d
SEETALK2,e,,e
SEETALK4,e,e,c
SEETALK5,e,e,b
MYPROBS2,e,,d
MYPROBS3,e,,e
MYPROBS4,e,e,e
DANGOTH1,c,e,c
DANGOTH2,e,e,e
DANGSLF1,b,,b
DANGSLF5,e,e,d
diagnosd,no,no,no
MCSDS1,True,,True
MCSDS2,False,False,True
MCSDS3,False,True,False
MCSDS5,False,,False
MCSDS6,True,,False
MCSDS7,False,False,False
relpersn,modrte religious,not religious,not religious
emailmin,e,e,c
emailhr,e,,d
hrsrelax,e,,c
hlthdays,e,e,e
usetech,e,,e
weight,e,e,e
height,e,e,b
ntwkhard,e,,c
LIFEIN5,e,e,e
notsmart,never,almost every day,never
afraidof,never,,a few times a month
threaten,never,,less than once a year
quallife,very good,,very good
satsoc,very good,,very good
physacts,completely,,mostly
emoprobs,c,c,e
ABSTATE2,stay the same as now,stay the same as now,stay the same as now
ABHELP2,yes,no,no
ABHELP4,yes,yes,yes
abinspay,people should not be able,people should be able,people should be able
natnotice,strongly agree,strongly agree,somewhat agree
natviews,strongly agree,strongly agree,strongly disagree
nattime,somewhat agree,,strongly disagree
natsat,somewhat agree,,somewhat disagree
natmeet,strongly agree,somewhat agree,somewhat agree
nattimeok,strongly agree,strongly agree,somewhat agree
whynopet,allergies (own or another household member),,too much time or work to care for pet
PETB4,no,,no
stockval,e,e,d
extrayr,e,e,b
yearval,e,,e
vissci,e,,c
buyvalue,e,e,e
compwage,e,,d
mhunsure,strongly agree,,agree
prvdold,government,non-profit organizations/charities/cooperatives,religious organizations
marcohab,"not married, no cohabitating partner","not married, no cohabitating partner",na
kidpars,neither agree nor disagree,,strongly agree
firstyou,disagree,strongly agree,neither agree nor disagree
knwbus,no one,no one,someone else i know
knwexec,close friend,no one,someone else i know
knwclenr,close friend,no one,someone else i know
knwhrman,no one,,no one
knwlawyr,no one,,family or relative
knwnurse,close friend,close friend,family or relative
knwcop,no one,someone else i know,close friend
partlsc,never,once a week or more,one to three times a month
hlpsick,close family member,,someone i work with
hlpsococ,close friend,,more distant family member
hlploan,family members or close friends,private companies,other organizations
hlpresde,family members or close friends,,no person or organization
hlpsickr,family members or close friends,family members or close friends,family members or close friends
LONELY2,never,never,sometimes
LONELY3,rarely,rarely,often
trbigbus,d,,d
fampress,"no, never",,"yes, sometimes"
dinefrds,once a week,daily,daily
CONF2F,none or almost none of them,,none or almost none of them
cntctsib,several times a week,several times a year,several times a year
cntctfrd,several times a week,,several times a year
mygoals,mostly true,somewhat untrue,somewhat untrue
numlangs,one language,,one language
goodlife,agree,agree,strongly agree
goveqinc,neither,,disagree
partners,no partners,no partners,3 partners
numwomen,c,,e
nummen,c,,c
PARTNRS5,1 partner,,1 partner
SEXSEX5,exclusively male,exclusively male,exclusively female
evpaidsx,no,,yes
evstray,no,no,yes
hivtest,no,no,yes
sexnow,women,women,transgender
GENEGOO2,e,e,e
coninc,c,b,d
conrinc,c,,c
ETH1,arabic,scotland,czechoslovakia
RACECEN1,white,,korean
mnthsusa,e,,b
vetyears,none,none,less than 2 yrs
wordsum,e,c,d
MAR1,widowed,,married
OLD2,c,c,a
MAR2,divorced,,divorced
OLD3,e,,c
OLD4,e,,d
OLD6,e,,e
OLD9,e,e,c
OLD10,e,e,c
OLD11,e,,c
OLD12,e,,e
RELHHD2,"child,natural or adopted,stepchild","partner,fiance-e-,boyfriend,girlfriend,etc","roommate,housemate"
hhrace,white,,amer indian
respnum,2nd person,2nd person,4th person
HHTYPE1,"other fam., no children",,"cohab couple, no children"
RELHH2,"child, unsp",spouse,sibling-in-law
dateintv,920,426,907
ISCO88,c,,d
MAISCO88,d,,c
SPISCO88,e,e,c
MAISCO08,"packing, bottling and labelling machine operators",,insurance representatives
SEI10EDUC,c,c,e
SEI10INC,c,,e
PASEI10EDUC,e,,d
PASEI10INC,e,e,b
MASEI10,b,e,e
MASEI10INC,c,,c
COSEI10,e,,b
COPRES105PLUS,e,,e
zodiac,gemini,,pisces
WHOELSE2,no,,no
WHOELSE4,no,no,yes
WHOELSE5,no,no,yes
intid,43,,21
feelevel,d,,e
intethn,white,black,hispanic
intsex,female,female,male
intyrs,0,,15
version,3,2,1
spaneng,english,,english
huadd,yes,yes,no
respond,low,,low
incuspop,higher than average,,higher than average
neisafe,very safe,very safe,somewhat safe
rlooks,attractive,about average,about average
rweight,slightly overweight,,very underweight
vstrat,3303,3302,3368
vpsu,1,2,2
