feature_names,sample,qsampled,random_sample
ptsd3,1,1,5
ptsd7,1,,5
ptsd9,1,3,2
ptsd13,1,1,2
ptsd15,1,2,2
ptsd16,1,4,4
ptsd17,1,4,5
ptsd18,1,3,2
ptsd19,1,4,2
ptsd20,1,,3
ptsd24,1,3,4
ptsd25,1,2,1
ptsd28,1,3,4
ptsd30,1,1,5
ptsd31,1,2,1
ptsd32,1,,5
ptsd33,1,4,4
ptsd34,1,3,5
ptsd37,1,2,2
ptsd38,1,1,2
ptsd44,1,2,5
ptsd45,5,3,4
ptsd47,1,2,2
ptsd49,1,3,4
ptsd50,1,1,1
ptsd52,1,3,3
ptsd53,1,4,3
ptsd55,1,1,4
ptsd56,1,1,3
ptsd58,1,2,2
ptsd64,1,2,2
ptsd67,1,1,3
ptsd68,1,5,5
ptsd72,1,,5
ptsd76,1,1,2
ptsd78,1,3,3
ptsd80,1,4,2
ptsd81,1,3,2
ptsd83,1,2,5
ptsd85,1,3,4
ptsd86,1,1,5
ptsd90,1,2,2
ptsd92,1,1,4
ptsd93,1,1,2
ptsd96,1,2,2
ptsd98,1,1,3
ptsd99,1,,4
ptsd105,1,1,4
ptsd114,1,,4
ptsd116,3,4,4
ptsd117,1,1,1
ptsd120,1,2,3
ptsd127,2,3,3
ptsd128,1,4,3
ptsd130,1,,4
ptsd132,1,3,1
ptsd133,1,4,2
ptsd134,1,1,5
ptsd138,1,1,2
ptsd140,1,1,1
ptsd141,1,1,3
ptsd144,1,1,4
ptsd145,1,1,3
ptsd146,1,2,5
ptsd147,1,2,2
ptsd148,1,1,2
ptsd151,1,1,1
ptsd153,1,,4
ptsd154,1,1,3
ptsd155,1,3,1
ptsd156,1,3,1
ptsd158,1,3,1
ptsd159,1,1,1
ptsd161,1,,5
ptsd163,1,1,2
ptsd165,1,2,4
ptsd167,1,4,3
ptsd168,1,1,5
ptsd169,1,1,4
ptsd170,1,2,2
ptsd176,1,,3
ptsd177,1,1,1
ptsd178,1,1,4
ptsd179,1,4,1
ptsd182,1,1,2
ptsd183,1,1,4
ptsd184,1,1,3
ptsd188,1,1,2
ptsd189,1,1,3
ptsd192,1,1,2
ptsd193,1,1,2
ptsd195,1,1,3
ptsd201,1,,4
ptsd204,1,2,4
ptsd206,1,,3
ptsd207,1,5,4
ptsd210,1,2,4
ptsd211,2,4,5
