feature_names,sample,qsampled,random_sample
ptsd2,2,2,2
ptsd5,1,,1
ptsd6,2,3,5
ptsd8,3,4,2
ptsd11,3,,1
ptsd12,3,2,1
ptsd15,2,4,4
ptsd16,3,5,5
ptsd18,3,3,2
ptsd22,1,1,2
ptsd23,1,2,3
ptsd24,3,2,4
ptsd25,3,3,1
ptsd26,3,2,4
ptsd28,2,2,1
ptsd29,4,5,1
ptsd31,3,2,5
ptsd32,4,,4
ptsd34,4,4,5
ptsd36,3,3,2
ptsd37,4,2,2
ptsd38,2,,1
ptsd39,3,4,3
ptsd42,4,3,3
ptsd43,1,2,2
ptsd44,4,2,1
ptsd45,1,3,5
ptsd46,1,2,4
ptsd48,3,3,3
ptsd49,3,1,3
ptsd50,3,4,3
ptsd52,3,3,4
ptsd54,1,1,3
ptsd55,2,2,4
ptsd57,5,4,5
ptsd58,4,2,5
ptsd63,1,1,2
ptsd64,1,1,2
ptsd66,1,1,1
ptsd67,4,4,2
ptsd68,4,4,5
ptsd71,3,2,4
ptsd73,4,3,5
ptsd75,3,2,2
ptsd78,4,2,3
ptsd79,3,3,1
ptsd80,4,3,4
ptsd82,3,3,4
ptsd83,1,3,4
ptsd85,4,3,4
ptsd88,3,2,4
ptsd95,2,2,4
ptsd96,2,,1
ptsd99,2,1,1
ptsd100,4,2,5
ptsd101,2,1,3
ptsd103,3,2,1
ptsd104,4,1,4
ptsd106,3,,4
ptsd110,4,4,5
ptsd111,4,5,2
ptsd112,3,3,2
ptsd113,1,,4
ptsd116,3,1,3
ptsd117,1,1,4
ptsd120,3,1,4
ptsd124,3,3,4
ptsd125,2,4,4
ptsd126,4,4,2
ptsd127,3,2,1
ptsd130,4,1,2
ptsd133,4,2,5
ptsd138,3,1,3
ptsd139,3,3,1
ptsd142,3,2,3
ptsd144,3,4,1
ptsd146,3,1,2
ptsd147,3,1,2
ptsd148,3,1,4
ptsd149,2,1,3
ptsd151,1,1,1
ptsd155,4,4,4
ptsd156,3,3,2
ptsd157,4,4,2
ptsd158,4,4,3
ptsd160,3,1,4
ptsd161,2,1,4
ptsd163,3,5,3
ptsd166,3,3,3
ptsd169,3,1,4
ptsd172,3,2,5
ptsd173,2,2,1
ptsd175,2,,4
ptsd176,2,1,5
ptsd181,2,1,4
ptsd184,2,1,2
ptsd186,2,1,1
ptsd187,4,,2
ptsd188,3,1,2
ptsd189,3,1,1
ptsd190,1,1,3
ptsd196,3,,5
ptsd197,3,5,1
ptsd199,4,1,4
ptsd201,4,3,1
ptsd202,4,,3
ptsd204,4,2,1
ptsd205,4,2,1
ptsd207,4,,1
ptsd208,2,5,4
ptsd210,4,4,5
ptsd211,4,3,1
