feature_names,sample,qsampled,random_sample
ptsd4,3,3,1
ptsd5,2,2,1
ptsd6,2,2,5
ptsd7,2,4,2
ptsd10,2,3,1
ptsd11,2,3,1
ptsd14,2,3,4
ptsd15,2,4,5
ptsd16,2,3,2
ptsd17,2,4,2
ptsd20,1,,3
ptsd21,1,1,1
ptsd24,1,3,3
ptsd25,2,3,4
ptsd27,3,2,1
ptsd28,2,,3
ptsd31,3,2,1
ptsd32,2,,5
ptsd33,2,,4
ptsd36,1,,1
ptsd40,2,4,2
ptsd41,2,4,3
ptsd42,2,1,1
ptsd45,3,3,4
ptsd47,1,2,2
ptsd50,2,2,4
ptsd51,2,,1
ptsd57,3,4,4
ptsd58,2,,4
ptsd59,1,2,2
ptsd60,2,,4
ptsd61,2,,5
ptsd63,1,,3
ptsd65,2,3,1
ptsd68,2,4,2
ptsd69,2,1,3
ptsd71,2,1,2
ptsd72,2,1,2
ptsd73,2,4,5
ptsd74,2,4,4
ptsd75,1,3,5
ptsd76,2,3,2
ptsd77,2,3,3
ptsd82,2,2,1
ptsd86,2,1,4
ptsd87,2,1,4
ptsd88,1,3,4
ptsd89,2,2,4
ptsd90,2,2,4
ptsd91,2,3,4
ptsd95,1,2,2
ptsd96,1,,4
ptsd97,2,5,1
ptsd98,2,4,2
ptsd99,2,3,1
ptsd101,1,1,3
ptsd102,2,3,1
ptsd105,2,2,3
ptsd106,2,,4
ptsd107,2,,3
ptsd108,1,2,3
ptsd111,2,,2
ptsd113,3,3,2
ptsd114,2,2,4
ptsd115,3,5,3
ptsd116,4,4,1
ptsd117,1,3,4
ptsd118,1,3,1
ptsd119,2,4,4
ptsd120,3,,2
ptsd126,4,3,1
ptsd129,1,3,1
ptsd130,2,4,5
ptsd132,2,3,4
ptsd134,2,,2
ptsd135,3,4,3
ptsd137,2,2,5
ptsd139,2,4,4
ptsd143,2,2,2
ptsd144,2,4,4
ptsd145,2,2,1
ptsd147,2,1,4
ptsd151,1,1,1
ptsd152,2,1,3
ptsd154,2,3,4
ptsd159,1,2,2
ptsd160,1,3,2
ptsd161,1,1,3
ptsd162,1,1,4
ptsd163,2,2,4
ptsd164,2,3,2
ptsd165,2,2,3
ptsd168,2,1,4
ptsd171,1,2,3
ptsd173,2,1,1
ptsd175,2,2,4
ptsd176,1,2,5
ptsd182,1,,2
ptsd183,1,1,2
ptsd184,1,1,3
ptsd185,1,4,2
ptsd186,2,,1
ptsd187,1,2,3
ptsd189,1,,1
ptsd190,1,1,4
ptsd191,1,3,3
ptsd192,1,2,1
ptsd193,1,2,3
ptsd195,2,2,1
ptsd197,2,2,1
ptsd198,2,3,1
ptsd199,2,1,4
ptsd203,2,4,5
ptsd204,2,2,1
ptsd205,2,2,2
ptsd207,1,1,2
ptsd208,2,4,4
ptsd210,2,,2
