feature_names,sample,qsampled,random_sample
wrkstat,working fulltime,retired,school
HRS1,c,c,e
HRS2,e,e,e
wrkslf,someone else,,self-employed
PRESTG10,c,c,b
PRESTG105PLUS,c,,d
INDUS10,c,c,b
marital,separated,widowed,separated
widowed,no,no,yes
SPHRS1,e,c,c
COHRS1,e,,b
COHRS2,e,,e
SPOCC10,e,,d
SPPRES105PLUS,e,e,d
COOCC10,e,,b
PAOCC10,d,c,c
PAPRES10,c,e,b
MAPRES105PLUS,c,c,d
MAIND10,cut and sew apparel manufacturing,,computer and peripheral equipment manufacturing
sibs,c,c,e
age,c,,b
agekdbrn,b,c,a
educ,c,,b
paeduc,a,,c
maeduc,b,,c
coeduc,e,e,a
madeg,lt high school,lt high school,lt high school
sex,female,,male
race,white,white,other
RES16,big-city suburb,,"country,nonfarm"
mawrkgrw,yes,,yes
born,no,yes,no
parborn,neither in u.s,both in u.s,mother; fa. dk
hompop,4,,5
preteen,e,c,c
teens,c,c,e
adults,2,,1
earnrs,c,c,e
polviews,moderate,,slightly liberal
natspac,about right,about right,too much
natheal,too little,too little,about right
natcrime,too little,,too little
natdrug,too little,too little,about right
natarms,about right,about right,about right
nataid,about right,too much,about right
natroad,too little,,about right
natsoc,too little,too little,about right
natmass,about right,too little,about right
natpark,too little,,too little
natchld,too little,,too little
natenrgy,too little,,about right
eqwlth,e,c,b
tax,too high,,too high
spkath,allowed,allowed,allowed
colrac,allowed,,not allowed
colcom,not fired,fired,fired
colhomo,allowed,,not allowed
libhomo,not remove,,not remove
spkmslm,not allowed,,"yes, allowed"
gunlaw,favor,oppose,oppose
courts,about right,about right,too harsh
denom,other,baptist-dk which,lutheran-mo synod
attend,sevrl times a yr,,sevrl times a yr
reliten,somewhat strong,,strong
pray,once a day,,several times a day
DENOM16,other,,baptist-dk which
FUND16,fundamentalist,fundamentalist,liberal
racopen,cant discriminate,,cant discriminate
raclive,yes,,no
affrmact,oppose pref,strongly oppose pref,strongly oppose pref
happy,not too happy,,very happy
life,routine,exciting,exciting
socrel,sev times a mnth,,sev times a week
socommun,sev times a mnth,,once a year
socfrend,sev times a mnth,sev times a mnth,almost daily
socbar,once a month,,once a year
weekswrk,c,,b
joblose,not too likely,not too likely,fairly likely
class,working class,,upper class
rank,c,c,d
satfin,more or less,,not at all sat
finrela,far below average,,above average
wksub,yes,yes,yes
wksubs,yes,,no
WKSUP1,yes,,yes
abrape,yes,yes,no
chldidel,c,e,b
pillok,strongly agree,,strongly disagree
sexeduc,favor,favor,oppose
divlaw,stay same,,more difficult
premarsx,not wrong at all,,always wrong
teensex,always wrong,,always wrong
xmarsex,always wrong,,always wrong
homosex,not wrong at all,,sometimes wrong
SUICIDE1,yes,,yes
SUICIDE2,no,,no
SUICIDE4,no,no,no
fear,no,yes,no
owngun,no,,refused
pistol,no,no,refused
rifle,no,refused,yes
tvhours,c,c,d
fechld,strongly agree,,agree
fefam,strongly disagree,,strongly disagree
RACDIF1,yes,yes,yes
helppoor,e,,c
helpnot,e,c,d
helpblk,e,,e
wlthwhts,c,c,e
wlthblks,c,,e
wlthhsps,c,c,e
workblks,c,,e
intlhsps,c,c,c
marblk,neither favor nor oppose,,strongly favor
MARAsian,neither favor nor oppose,,favor
marhisp,neither favor nor oppose,,strongly oppose
racwork,half white-black,mostly white,all black
discaff,not very likely,,somewhat likely
vigversn,e,,e
CLOSETO2,e,e,e
CLOSETO5,e,,c
SEETALK2,e,e,c
SEETALK3,e,,e
SEETALK4,e,,c
SEETALK5,e,,b
MYPROBS4,e,,d
SEVERE1,e,,a
SEVERE3,e,e,e
SEVERE5,e,e,c
DANGOTH2,e,,c
DANGOTH3,e,e,c
DANGOTH4,e,,e
DANGSLF2,e,e,c
