feature_names,sample,qsampled,random_sample
wrkstat,school,working fulltime,school
HRS1,e,,e
evwork,yes,,no
OCC10,c,d,b
PRESTG105PLUS,d,,b
widowed,no,,no
spwrksta,working fulltime,,working parttime
SPHRS1,d,e,b
SPHRS2,e,,d
spwrkslf,someone else,,self-employed
SPOCC10,b,,b
SPIND10,"management, scientific, and technical consulting services",,automotive repair and maintenance
COOCC10,e,e,c
pawrkslf,someone else,someone else,self-employed
PAOCC10,c,d,d
PAPRES105PLUS,d,,d
PAIND10,d,,e
mawrkslf,someone else,someone else,someone else
MAPRES10,c,c,d
MAPRES105PLUS,c,,d
childs,c,,b
paeduc,c,b,b
speduc,d,c,b
degree,graduate,,junior college
padeg,graduate,high school,junior college
spdeg,graduate,high school,lt high school
dipged,high school diploma,high school diploma,other
sex,female,female,female
RES16,city gt 250000,50000 to 250000,town lt 50000
REG16,foreign,new england,w. nor. central
FAMILY16,mother & father,,mother & stpfather
born,no,,no
hompop,3,,8
babies,d,,c
teens,c,c,e
adults,2,2,5
earnrs,c,e,d
income,$25000 or more,$25000 or more,$4000 to 4999
rincome,$25000 or more,$25000 or more,lt $1000
INCOME16,$50000 to 59999,$50000 to 59999,$10000 to 12499
RINCOM16,$50000 to 59999,,$8 000 to 9 999
xnorcsiz,"suburb, lrg city",,"city,50-250000"
srcbelt,"suburb, 12 lrgst",other urban,12 lrgst smsa's
partyid,independent,"ind,near dem","ind,near rep"
VOTE12,ineligible,,did not vote
VOTE16,ineligible,voted,did not vote
natheal,too much,,about right
natcrime,too little,,about right
natdrug,too little,about right,about right
natarms,about right,too little,about right
natfare,too little,,too little
natroad,too much,too little,too little
natsci,about right,too little,about right
natenrgy,too little,,too little
eqwlth,b,c,e
tax,too high,too high,too high
spkath,not allowed,,not allowed
colcom,not fired,not fired,fired
colhomo,allowed,,not allowed
libhomo,not remove,not remove,not remove
libmslm,remove,not remove,remove
postlife,yes,yes,no
RELIG16,hinduism,,native american
happy,very happy,,pretty happy
hapmar,very happy,,very happy
life,routine,exciting,dull
helpful,lookout for self,helpful,lookout for self
fair,take advantage,take advantage,depends
trust,can't be too careful,can't be too careful,can't be too careful
conclerg,only some,only some,a great deal
coneduc,a great deal,,only some
conmedic,only some,hardly any,hardly any
contv,hardly any,,a great deal
conarmy,a great deal,only some,only some
obey,3rd important,,least important
helpoth,most important,3rd important,least important
weekswrk,c,,e
partfull,full-time,full-time,part-time
rank,c,d,d
WKSUB1,yes,yes,yes
wksup,yes,,yes
wksups,yes,,yes
WKSUP1,yes,,yes
WKSUPS1,yes,no,yes
parsol,about the same,,about the same
kidssol,somewhat better,much worse,no children -volunteered-
abnomore,yes,no,no
abpoor,no,no,yes
abrape,yes,yes,no
absingle,yes,,yes
chldidel,e,,b
xmarsex,always wrong,always wrong,always wrong
xmovie,yes,,no
