feature_names,sample,qsampled,random_sample
ptsd3,2,3,5
ptsd6,1,,5
ptsd7,1,4,2
ptsd8,1,3,2
ptsd12,1,2,1
ptsd14,1,4,4
ptsd18,1,4,5
ptsd19,1,3,2
ptsd20,1,1,2
ptsd21,1,1,3
ptsd23,1,2,1
ptsd24,1,2,3
ptsd26,1,3,4
ptsd27,1,2,1
ptsd28,1,2,3
ptsd29,1,3,1
ptsd33,1,4,5
ptsd34,1,2,4
ptsd36,1,,1
ptsd38,1,4,2
ptsd39,1,1,2
ptsd46,1,1,5
ptsd47,1,1,4
ptsd49,1,3,4
ptsd54,1,1,3
ptsd60,1,4,1
ptsd61,1,5,5
ptsd62,1,1,2
ptsd65,1,2,3
ptsd67,4,1,3
ptsd71,1,2,4
ptsd72,1,1,2
ptsd73,1,1,4
ptsd74,1,1,5
ptsd75,1,1,5
ptsd78,1,3,2
ptsd84,1,3,3
ptsd89,1,2,2
ptsd91,1,1,3
ptsd92,1,4,3
ptsd96,1,1,5
ptsd97,2,3,4
ptsd98,1,1,5
ptsd99,1,2,2
ptsd102,1,1,2
ptsd103,1,,3
ptsd104,1,2,1
ptsd105,1,,4
ptsd106,1,2,1
ptsd107,2,3,4
ptsd108,1,3,4
ptsd109,1,3,2
ptsd111,2,5,4
ptsd112,1,,4
ptsd113,5,5,4
ptsd115,5,3,4
ptsd117,1,1,4
ptsd120,1,1,4
ptsd124,1,4,2
ptsd126,1,2,3
ptsd128,1,1,4
ptsd130,1,2,1
ptsd131,1,2,2
ptsd133,1,2,5
ptsd134,1,1,3
ptsd135,1,1,1
ptsd136,1,1,4
ptsd138,1,2,4
ptsd142,1,3,5
ptsd143,1,3,2
ptsd145,1,3,1
ptsd146,1,1,4
ptsd148,1,1,3
ptsd150,1,1,1
ptsd152,1,1,1
ptsd153,1,1,1
ptsd154,1,1,1
ptsd155,1,2,5
ptsd162,1,2,2
ptsd163,1,1,5
ptsd166,1,2,3
ptsd167,1,1,1
ptsd174,1,1,3
ptsd176,1,,5
ptsd181,1,1,4
ptsd184,1,1,2
ptsd187,1,1,4
ptsd188,1,1,1
ptsd191,1,1,3
ptsd193,1,1,3
ptsd197,1,,4
ptsd198,1,2,2
ptsd199,1,,2
ptsd202,1,5,3
ptsd207,1,1,4
ptsd208,1,4,4
