feature_names,sample,qsampled,random_sample
ptsd2,2,1,2
ptsd3,2,1,5
ptsd6,4,5,5
ptsd11,2,2,3
ptsd12,2,3,4
ptsd13,3,1,2
ptsd18,4,3,2
ptsd21,4,4,2
ptsd24,4,3,2
ptsd25,3,3,1
ptsd29,3,2,2
ptsd32,4,1,2
ptsd33,4,5,3
ptsd34,4,2,1
ptsd36,4,1,1
ptsd38,4,1,4
ptsd39,4,3,1
ptsd44,4,3,1
ptsd48,4,4,3
ptsd49,4,,2
ptsd50,4,2,1
ptsd52,3,2,3
ptsd58,4,1,4
ptsd61,5,3,5
ptsd62,3,2,1
ptsd63,4,2,1
ptsd69,5,4,5
ptsd77,5,1,4
ptsd78,5,,2
ptsd80,5,2,1
ptsd81,4,,5
ptsd82,5,,4
ptsd87,5,4,4
ptsd89,5,5,2
ptsd91,4,4,1
ptsd94,4,2,3
ptsd97,5,5,5
ptsd98,5,2,5
ptsd99,4,3,1
ptsd101,5,4,3
ptsd102,5,3,2
ptsd103,5,3,2
ptsd104,5,2,5
ptsd106,4,3,2
ptsd107,4,4,1
ptsd112,5,3,2
ptsd115,4,2,3
ptsd116,4,1,1
ptsd117,4,1,4
ptsd118,5,2,4
ptsd119,4,,2
ptsd120,4,1,3
ptsd121,3,3,2
ptsd122,3,1,3
ptsd123,3,1,3
ptsd124,3,4,3
ptsd125,4,1,4
ptsd126,4,3,4
ptsd128,4,3,2
ptsd132,5,3,4
ptsd134,5,2,1
ptsd136,5,3,2
ptsd137,5,3,5
ptsd140,4,5,3
ptsd141,3,3,4
ptsd142,4,5,4
ptsd144,3,2,4
ptsd146,4,1,5
ptsd149,4,,2
ptsd150,4,5,2
ptsd151,4,1,1
ptsd153,4,4,4
ptsd154,4,3,3
ptsd155,4,1,1
ptsd157,4,3,1
ptsd160,5,4,1
ptsd161,5,3,1
ptsd163,5,2,5
ptsd165,4,4,1
ptsd166,4,4,4
ptsd167,3,1,3
ptsd168,4,3,5
ptsd172,4,1,4
ptsd174,5,1,2
ptsd180,4,3,2
ptsd182,4,1,5
ptsd184,5,1,2
ptsd186,4,3,4
ptsd189,4,4,1
ptsd190,4,,3
ptsd197,4,1,3
ptsd198,4,3,4
ptsd200,5,,2
ptsd202,4,,2
ptsd204,5,3,3
ptsd209,4,2,4
